Last Index Change,Symbol,Company,Sector,Industry
2016-03-18,BYD.UN,Boyd Group Income Fund,Industrials,
2016-03-18,BAM.A,Brookfield Asset Management Inc.,Financials,
2016-03-18,BPY.UN,Brookfield Property Partners L.P.,Financials,
2016-03-18,BEP.UN,Brookfield Renewable Energy Partners L.P.,Utilities,
2016-03-18,DOO,BRP Inc.,Consumer Discretionary,
2016-03-18,CAE,CAE Inc.,Industrials,
2016-03-18,CCO,Cameco Corporation,Energy,
2016-03-18,CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,Financials,
2016-03-18,CEU,Canadian Energy Services & Technology Corp.,Energy,
2016-03-18,CM,Canadian Imperial Bank of Commerce,Financials,
2016-03-18,CNR,Canadian National Railway Company,Industrials,
2016-03-18,CNQ,Canadian Natural Resources Limited,Energy,
2016-03-18,CP,Canadian Pacific Railway Limited,Industrials,
2016-03-18,REF.UN,Canadian Real Estate Investment Trust,Financials,
2016-03-18,CTC.A,Canadian Tire Corporation Limited,Consumer Discretionary,
2016-03-18,CU,Canadian Utilities Limited,Utilities,
2016-03-18,CWB,Canadian Western Bank,Financials,
2016-03-18,CFP,Canfor Corporation,Materials,
2016-03-18,CPX,Capital Power Corporation,Utilities,
2016-03-18,CCL.B,CCL Industries Inc.,Materials,
2016-03-18,CLS,Celestica Inc.,Information Technology,
2016-03-18,CVE,Cenovus Energy Inc.,Energy,
2016-03-18,CG,Centerra Gold Inc.,Materials,
2016-03-18,GIB.A,CGI Group Inc.,Information Technology,
2016-03-18,CSH.UN,Chartwell Retirement Residences,Financials,
2016-03-18,CHE.UN,Chemtrade Logistics Income Fund,Materials,
2016-03-18,CIX,CI Financial Corp.,Financials,
2016-03-18,CGX,Cineplex Inc.,Consumer Discretionary,
2016-03-18,CCA,Cogeco Communications Inc.,Consumer Discretionary,
2016-03-18,CIG,Colliers International Group Inc.,Financials,
2016-03-18,CUF.UN,Cominar Real Estate Investment Trust,Financials,
2016-03-18,CMG,Computer Modelling Group Ltd.,Information Technology,
2016-03-18,CXR,Concordia Healthcare Corp.,Health Care,
2016-03-18,CSU,Constellation Software Inc.,Information Technology,
2016-03-18,CJR.B,Corus Entertainment Inc.,Consumer Discretionary,
2016-03-18,BCB,Cott Corporation,Consumer Staples,
2016-03-18,CPG,Crescent Point Energy Corp.,Energy,
2016-03-18,CR,Crew Energy Inc.,Energy,
2016-03-18,CRR.UN,Crombie Real Estate Investment Trust,Financials,
2016-03-18,DSG,Descartes Systems Group Inc.,Information Technology,
2016-03-18,DGC,Detour Gold Corporation,Materials,
2016-03-18,DH,DH Corporation,Financials,
2016-03-18,DHX.B,DHX Media Ltd.,Consumer Discretionary,
2016-03-18,DOL,Dollarama Inc.,Consumer Discretionary,
2016-03-18,DDC,Dominion Diamond Corporation,Materials,
2016-03-18,DII.B,Dorel Industries Inc.,Consumer Discretionary,
2016-03-18,DRG.UN,Dream Global Real Estate Investment Trust,Financials,
2016-03-18,D.UN,Dream Office Real Estate Investment Trust,Financials,
2016-03-18,ELD,Eldorado Gold Corporation,Materials,
2016-03-18,EFN,Element Financial Corporation,Financials,
2016-03-18,EMA,Emera Incorporated,Utilities,
2016-03-18,EMP.A,Empire Company Limited,Consumer Staples,
2016-03-18,ENB,Enbridge Inc.,Energy,
2016-03-18,ENF,Enbridge Income Fund Holdings Inc.,Energy,
2016-03-18,ECA,Encana Corporation,Energy,
2016-03-18,ECI,EnerCare Inc.,Industrials,
2016-03-18,EFX,Enerflex Ltd.,Energy,
2016-03-18,ERF,Enerplus Corporation,Energy,
2016-03-18,ESL,Enghouse Systems Limited,Information Technology,
2016-03-18,ESI,Ensign Energy Services Inc.,Energy,
2016-03-18,EXE,Extendicare Inc.,Health Care,
2016-03-18,FFH,Fairfax Financial Holdings Limited,Financials,
2016-03-18,FTT,Finning International Inc.,Industrials,
2016-03-18,FCR,First Capital Realty Inc.,Financials,
2016-03-18,FR,First Majestic Silver Corp.,Materials,
2016-03-18,FM,First Quantum Minerals Ltd.,Materials,
2016-03-18,FSV,FirstService Corporation,Financials,
2016-03-18,FTS,Fortis Inc.,Utilities,
2016-03-18,FNV,Franco-Nevada Corporation,Materials,
2016-03-18,FRU,Freehold Royalties Ltd.,Energy,
2016-03-18,MIC,Genworth MI Canada Inc.,Financials,
2016-03-18,WN,George Weston Limited,Consumer Staples,
2016-03-18,GEI,Gibson Energy Inc.,Energy,
2016-03-18,GIL,Gildan Activewear Inc.,Consumer Discretionary,
2016-03-18,G,Goldcorp Inc.,Materials,
2016-03-18,GTE,Gran Tierra Energy Inc.,Energy,
2016-03-18,GRT.UN,Granite Real Estate Investment Trust,Financials,
2016-03-18,GC,Great Canadian Gaming Corporation,Consumer Discretionary,
2016-03-18,GWO,Great-West Lifeco Inc.,Financials,
2016-03-18,HR.UN,H&R Real Estate Investment Trust,Financials,
2016-03-18,HCG,Home Capital Group Inc.,Financials,
2016-03-18,HBM,HudBay Minerals Inc.,Materials,
2016-03-18,HBC,Hudson's Bay Company,Consumer Discretionary,
2016-03-18,HSE,Husky Energy Inc.,Energy,
2016-03-18,IMG,Iamgold Corporation,Materials,
2016-03-18,IGM,IGM Financial Inc.,Financials,
2016-03-18,IMO,Imperial Oil Limited,Energy,
2016-03-18,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2016-03-18,INE,Innergex Renewable Energy Inc.,Utilities,
2016-03-18,IFC,Intact Financial Corporation,Financials,
2016-03-18,IPL,Inter Pipeline Ltd.,Energy,
2016-03-18,IFP,Interfor Corporation,Materials,
2016-03-18,ITP,Intertape Polymer Group Inc.,Materials,
2016-03-18,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2016-03-18,JE,Just Energy Group Inc.,Utilities,
2016-03-18,KEL,Kelt Exploration Ltd.,Energy,
2016-03-18,KEY,Keyera Corp.,Energy,
2016-03-18,KXS,Kinaxis Inc.,Information Technology,
2016-03-18,K,Kinross Gold Corporation,Materials,
2016-03-18,LIF,Labrador Iron Ore Royalty Corporation,Materials,
2016-03-18,LB,Laurentian Bank of Canada,Financials,
2016-03-18,LNR,Linamar Corporation,Consumer Discretionary,
2016-03-18,L,Loblaw Companies Limited,Consumer Staples,
2016-03-18,LUN,Lundin Mining Corporation,Materials,
2016-03-18,MDA,MacDonald Dettwiler and Associates Ltd,Information Technology,
2016-03-18,MG,Magna International Inc.,Consumer Discretionary,
2016-03-18,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2016-03-18,MFC,Manulife Financial Corporation,Financials,
2016-03-18,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2016-03-18,MRE,Martinrea International Inc.,Consumer Discretionary,
2016-03-18,MEG,MEG Energy Corp.,Energy,
2016-03-18,MX,Methanex Corporation,Materials,
2016-03-18,MRU,Metro Inc.,Consumer Staples,
2016-03-18,MST.UN,Milestone Apartments Real Estate Investment Trust,Financials,
2016-03-18,MNW,Mitel Networks Corporation,Information Technology,
2016-03-18,MTL,Mullen Group Ltd.,Energy,
2016-03-18,NA,National Bank of Canada,Financials,
2016-03-18,NSU,Nevsun Resources Ltd.,Materials,
2016-03-18,NFI,New Flyer Industries Inc.,Industrials,
2016-03-18,NGD,New Gold Inc.,Materials,
2016-03-18,OSB,Norbord Inc.,Materials,
2016-03-18,NPI,Northland Power Inc.,Utilities,
2016-03-18,NVU.UN,Northview Apartment Real Estate Investment Trust,Financials,
2016-03-18,NG,NovaGold Resources Inc.,Materials,
2016-03-18,NVA,NuVista Energy Ltd.,Energy,
2016-03-18,OGC,OceanaGold Corporation,Materials,
2016-03-18,OCX,Onex Corporation,Financials,
2016-03-18,OTC,Open Text Corporation,Information Technology,
2016-03-18,OR,Osisko Gold Royalties Ltd,Materials,
2016-03-18,PAA,Pan American Silver Corp.,Materials,
2016-03-18,PXT,Parex Resources Inc.,Energy,
2016-03-18,PKI,Parkland Fuel Corporation,Energy,
2016-03-18,PSI,Pason Systems Inc.,Energy,
2016-03-18,PPL,Pembina Pipeline Corporation,Energy,
2016-03-18,PWT,Penn West Petroleum Ltd.,Energy,
2016-03-18,PSG,Performance Sports Group Ltd.,Consumer Discretionary,
2016-03-18,PEY,Peyto Exploration & Development Corp.,Energy,
2016-03-18,POT,Potash Corporation of Saskatchewan Inc.,Materials,
2016-03-18,POW,Power Corporation of Canada,Financials,
2016-03-18,PWF,Power Financial Corporation,Financials,
2016-03-18,PSK,PrairieSky Royalty Ltd.,Energy,
2016-03-18,PD,Precision Drilling Corporation,Energy,
2016-03-18,PBH,Premium Brands Holdings Corporation,Consumer Staples,
2016-03-18,PVG,Pretium Resources Inc.,Materials,
2016-03-18,BIN,Progressive Waste Solutions Ltd.,Industrials,
2016-03-18,PLI,ProMetic Life Sciences Inc.,Health Care,
2016-03-18,AAR.UN,Pure Industrial Real Estate Trust,Financials,
2016-03-18,QBR.B,Quebecor Inc.,Consumer Discretionary,
2016-03-18,RRX,Raging River Exploration Inc.,Energy,
2016-03-18,QSR,Restaurant Brands International Inc.,Consumer Discretionary,
2016-03-18,REI.UN,RioCan Real Estate Investment Trust,Financials,
2016-03-18,RBA,Ritchie Bros. Auctioneers Incorporated,Industrials,
2016-03-18,RCI.B,Rogers Communications Inc.,Telecommunication Services,
2016-03-18,RON,Rona Inc.,Consumer Discretionary,
2016-03-18,RY,Royal Bank of Canada,Financials,
2016-03-18,RUS,Russel Metals Inc.,Industrials,
2016-03-18,SAP,Saputo Inc.,Consumer Staples,
2016-03-18,SES,Secure Energy Services Inc.,Energy,
2016-03-18,SMF,Semafo Inc.,Materials,
2016-03-18,VII,Seven Generations Energy Ltd.,Energy,
2016-03-18,SJR.B,Shaw Communications Inc.,Telecommunication Services,
2016-03-18,SCL,ShawCor Ltd.,Energy,
2016-03-18,SW,Sierra Wireless Inc.,Information Technology,
2016-03-18,SSO,Silver Standard Resources Inc.,Materials,
2016-03-18,SLW,Silver Wheaton Corp.,Materials,
2016-03-18,SRU.UN,Smart Real Estate Investment Trust,Financials,
2016-03-18,SNC,SNC-Lavalin Group Inc.,Industrials,
2016-03-18,STN,Stantec Inc.,Industrials,
2016-03-18,SJ,Stella-Jones Inc.,Materials,
2016-03-18,SLF,Sun Life Financial Inc.,Financials,
2016-03-18,SU,Suncor Energy Inc.,Energy,
2016-03-18,SPB,Superior Plus Corp.,Industrials,
2016-03-18,SGY,Surge Energy Inc.,Energy,
2016-03-18,THO,Tahoe Resources Inc.,Materials,
2016-03-18,TCK.B,Teck Resources Limited,Materials,
2016-03-18,T,Telus Corporation,Telecommunication Services,
2016-03-18,IT,The Intertain Group Limited,Consumer Discretionary,
2016-03-18,NWC,The North West Company Inc.,Consumer Staples,
2016-03-18,TRI,Thomson Reuters Corporation,Consumer Discretionary,
2016-03-18,X,TMX Group Limited,Financials,
2016-03-18,TOG,TORC Oil & Gas Ltd.,Energy,
2016-03-18,TXG,Torex Gold Resources Inc.,Materials,
2016-03-18,TIH,Toromont Industries Ltd.,Industrials,
2016-03-18,TD,Toronto-Dominion Bank,Financials,
2016-03-18,TOU,Tourmaline Oil Corp.,Energy,
2016-03-18,TA,TransAlta Corporation,Utilities,
2016-03-18,RNW,TransAlta Renewables Inc.,Utilities,
2016-03-18,TRP,TransCanada Corporation,Energy,
2016-03-18,TCL.A,Transcontinental Inc.,Industrials,
2016-03-18,TFI,TransForce Inc.,Industrials,
2016-03-18,TCN,Tricon Capital Group Inc.,Financials,
2016-03-18,TRQ,Turquoise Hill Resources Ltd.,Materials,
2016-03-18,UNS,Uni-Select Inc.,Consumer Discretionary,
2016-03-18,VRX,Valeant Pharmaceuticals International Inc.,Health Care,
2016-03-18,VSN,Veresen Inc.,Energy,
2016-03-18,VET,Vermilion Energy Inc.,Energy,
2016-03-18,WFT,West Fraser Timber Co. Ltd.,Materials,
2016-03-18,WEF,Western Forest Products Inc.,Materials,
2016-03-18,WJA,WestJet Airlines Ltd.,Industrials,
2016-03-18,WTE,Westshore Terminals Investment Corporation,Industrials,
2016-03-18,WCP,Whitecap Resources Inc.,Energy,
2016-03-18,WSP,WSP Global Inc.,Industrials,
2016-03-18,YRI,Yamana Gold Inc.,Materials,
2015-12-18,AAV,Advantage Oil & Gas Ltd.,Energy,
2015-12-18,ARE,Aecon Group Inc.,Industrials,
2015-12-18,AEM,Agnico Eagle Mines Limited,Materials,
2015-12-18,AGU,Agrium Inc.,Materials,
2015-12-18,AIM,Aimia Inc.,Consumer Discretionary,
2015-12-18,AC,Air Canada,Industrials,
2015-12-18,ASR,Alacer Gold Corp.,Materials,
2015-12-18,AGI,Alamos Gold Inc.,Materials,
2015-12-18,AD,Alaris Royalty Corp.,Financials,
2015-12-18,AQN,Algonquin Power & Utilities Corp.,Utilities,
2015-12-18,ATD.B,Alimentation Couche-Tard Inc.,Consumer Staples,
2015-12-18,AP.UN,Allied Properties Real Estate Investment Trust,Financials,
2015-12-18,ALA,AltaGas Ltd.,Energy,
2015-12-18,AYA,Amaya Inc.,Consumer Discretionary,
2015-12-18,ARX,ARC Resources Ltd.,Energy,
2015-12-18,AX.UN,Artis Real Estate Investment Trust,Financials,
2015-12-18,ACO.X,ATCO Ltd.,Utilities,
2015-12-18,ATH,Athabasca Oil Corporation,Energy,
2015-12-18,ATA,ATS Automation Tooling Systems Inc.,Industrials,
2015-12-18,ACQ,AutoCanada Inc.,Consumer Discretionary,
2015-12-18,AVO,Avigilon Corporation,Information Technology,
2015-12-18,BTO,B2Gold Corp.,Materials,
2015-12-18,BAD,Badger Daylighting Ltd.,Industrials,
2015-12-18,BMO,Bank of Montreal,Financials,
2015-12-18,BNS,Bank of Nova Scotia,Financials,
2015-12-18,ABX,Barrick Gold Corporation,Materials,
2015-12-18,BTE,Baytex Energy Corp.,Energy,
2015-12-18,BCE,BCE Inc.,Telecommunication Services,
2015-12-18,BIR,Birchcliff Energy Ltd.,Energy,
2015-12-18,BB,BlackBerry Limited,Information Technology,
2015-12-18,BEI.UN,Boardwalk Real Estate Investment Trust,Financials,
2015-12-18,BBD.B,Bombardier Inc.,Industrials,
2015-12-18,BNP,Bonavista Energy Corporation,Energy,
2015-12-18,BNE,Bonterra Energy Corp.,Energy,
2015-12-18,BYD.UN,Boyd Group Income Fund,Industrials,
2015-12-18,BAM.A,Brookfield Asset Management Inc.,Financials,
2015-12-18,BPY.UN,Brookfield Property Partners L.P.,Financials,
2015-12-18,BEP.UN,Brookfield Renewable Energy Partners L.P.,Utilities,
2015-12-18,DOO,BRP Inc.,Consumer Discretionary,
2015-12-18,CAE,CAE Inc.,Industrials,
2015-12-18,CCO,Cameco Corporation,Energy,
2015-12-18,CF,Canaccord Genuity Group Inc.,Financials,
2015-12-18,CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,Financials,
2015-12-18,CEU,Canadian Energy Services & Technology Corp.,Energy,
2015-12-18,CM,Canadian Imperial Bank of Commerce,Financials,
2015-12-18,CNR,Canadian National Railway Company,Industrials,
2015-12-18,CNQ,Canadian Natural Resources Limited,Energy,
2015-12-18,COS,Canadian Oil Sands Limited,Energy,
2015-12-18,CP,Canadian Pacific Railway Limited,Industrials,
2015-12-18,REF.UN,Canadian Real Estate Investment Trust,Financials,
2015-12-18,CTC.A,Canadian Tire Corporation Limited,Consumer Discretionary,
2015-12-18,CU,Canadian Utilities Limited,Utilities,
2015-12-18,CWB,Canadian Western Bank,Financials,
2015-12-18,CFP,Canfor Corporation,Materials,
2015-12-18,CPX,Capital Power Corporation,Utilities,
2015-12-18,CCL.B,CCL Industries Inc.,Materials,
2015-12-18,CLS,Celestica Inc.,Information Technology,
2015-12-18,CVE,Cenovus Energy Inc.,Energy,
2015-12-18,CG,Centerra Gold Inc.,Materials,
2015-12-18,GIB.A,CGI Group Inc.,Information Technology,
2015-12-18,CSH.UN,Chartwell Retirement Residences,Financials,
2015-12-18,CHE.UN,Chemtrade Logistics Income Fund,Materials,
2015-12-18,CIX,CI Financial Corp.,Financials,
2015-12-18,CGX,Cineplex Inc.,Consumer Discretionary,
2015-12-18,CCA,Cogeco Communications Inc.,Consumer Discretionary,
2015-12-18,CIG,Colliers International Group Inc.,Financials,
2015-12-18,CUF.UN,Cominar Real Estate Investment Trust,Financials,
2015-12-18,CMG,Computer Modelling Group Ltd.,Information Technology,
2015-12-18,CXR,Concordia Healthcare Corp.,Health Care,
2015-12-18,CSU,Constellation Software Inc.,Information Technology,
2015-12-18,CJR.B,Corus Entertainment Inc.,Consumer Discretionary,
2015-12-18,BCB,Cott Corporation,Consumer Staples,
2015-12-18,CPG,Crescent Point Energy Corp.,Energy,
2015-12-18,CR,Crew Energy Inc.,Energy,
2015-12-18,CRR.UN,Crombie Real Estate Investment Trust,Financials,
2015-12-18,DSG,Descartes Systems Group Inc.,Information Technology,
2015-12-18,DGC,Detour Gold Corporation,Materials,
2015-12-18,DH,DH Corporation,Financials,
2015-12-18,DHX.B,DHX Media Ltd.,Consumer Discretionary,
2015-12-18,DOL,Dollarama Inc.,Consumer Discretionary,
2015-12-18,DDC,Dominion Diamond Corporation,Materials,
2015-12-18,DII.B,Dorel Industries Inc.,Consumer Discretionary,
2015-12-18,DRG.UN,Dream Global Real Estate Investment Trust,Financials,
2015-12-18,D.UN,Dream Office Real Estate Investment Trust,Financials,
2015-12-18,ELD,Eldorado Gold Corporation,Materials,
2015-12-18,EFN,Element Financial Corporation,Financials,
2015-12-18,EMA,Emera Incorporated,Utilities,
2015-12-18,EMP.A,Empire Company Limited,Consumer Staples,
2015-12-18,ENB,Enbridge Inc.,Energy,
2015-12-18,ENF,Enbridge Income Fund Holdings Inc.,Energy,
2015-12-18,ECA,Encana Corporation,Energy,
2015-12-18,ECI,EnerCare Inc.,Industrials,
2015-12-18,EFX,Enerflex Ltd.,Energy,
2015-12-18,ERF,Enerplus Corporation,Energy,
2015-12-18,ESL,Enghouse Systems Limited,Information Technology,
2015-12-18,ESI,Ensign Energy Services Inc.,Energy,
2015-12-18,EXE,Extendicare Inc.,Health Care,
2015-12-18,FFH,Fairfax Financial Holdings Limited,Financials,
2015-12-18,FTT,Finning International Inc.,Industrials,
2015-12-18,FCR,First Capital Realty Inc.,Financials,
2015-12-18,FR,First Majestic Silver Corp.,Materials,
2015-12-18,FM,First Quantum Minerals Ltd.,Materials,
2015-12-18,FSV,FirstService Corporation,Financials,
2015-12-18,FTS,Fortis Inc.,Utilities,
2015-12-18,FNV,Franco-Nevada Corporation,Materials,
2015-12-18,FRU,Freehold Royalties Ltd.,Energy,
2015-12-18,MIC,Genworth MI Canada Inc.,Financials,
2015-12-18,WN,George Weston Limited,Consumer Staples,
2015-12-18,GEI,Gibson Energy Inc.,Energy,
2015-12-18,GIL,Gildan Activewear Inc.,Consumer Discretionary,
2015-12-18,G,Goldcorp Inc.,Materials,
2015-12-18,GTE,Gran Tierra Energy Inc.,Energy,
2015-12-18,GRT.UN,Granite Real Estate Investment Trust,Financials,
2015-12-18,GC,Great Canadian Gaming Corporation,Consumer Discretionary,
2015-12-18,GWO,Great-West Lifeco Inc.,Financials,
2015-12-18,HR.UN,H&R Real Estate Investment Trust,Financials,
2015-12-18,HCG,Home Capital Group Inc.,Financials,
2015-12-18,HBM,HudBay Minerals Inc.,Materials,
2015-12-18,HBC,Hudson's Bay Company,Consumer Discretionary,
2015-12-18,HSE,Husky Energy Inc.,Energy,
2015-12-18,IMG,Iamgold Corporation,Materials,
2015-12-18,IGM,IGM Financial Inc.,Financials,
2015-12-18,IMO,Imperial Oil Limited,Energy,
2015-12-18,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2015-12-18,INE,Innergex Renewable Energy Inc.,Utilities,
2015-12-18,IFC,Intact Financial Corporation,Financials,
2015-12-18,IPL,Inter Pipeline Ltd.,Energy,
2015-12-18,IFP,Interfor Corporation,Materials,
2015-12-18,ITP,Intertape Polymer Group Inc.,Materials,
2015-12-18,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2015-12-18,JE,Just Energy Group Inc.,Utilities,
2015-12-18,KEL,Kelt Exploration Ltd.,Energy,
2015-12-18,KEY,Keyera Corp.,Energy,
2015-12-18,KXS,Kinaxis Inc.,Information Technology,
2015-12-18,K,Kinross Gold Corporation,Materials,
2015-12-18,LIF,Labrador Iron Ore Royalty Corporation,Materials,
2015-12-18,LB,Laurentian Bank of Canada,Financials,
2015-12-18,LNR,Linamar Corporation,Consumer Discretionary,
2015-12-18,L,Loblaw Companies Limited,Consumer Staples,
2015-12-18,LUN,Lundin Mining Corporation,Materials,
2015-12-18,MDA,MacDonald Dettwiler and Associates Ltd,Information Technology,
2015-12-18,MG,Magna International Inc.,Consumer Discretionary,
2015-12-18,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2015-12-18,MFC,Manulife Financial Corporation,Financials,
2015-12-18,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2015-12-18,MRE,Martinrea International Inc.,Consumer Discretionary,
2015-12-18,MEG,MEG Energy Corp.,Energy,
2015-12-18,MX,Methanex Corporation,Materials,
2015-12-18,MRU,Metro Inc.,Consumer Staples,
2015-12-18,MNW,Mitel Networks Corporation,Information Technology,
2015-12-18,MTL,Mullen Group Ltd.,Energy,
2015-12-18,NA,National Bank of Canada,Financials,
2015-12-18,NSU,Nevsun Resources Ltd.,Materials,
2015-12-18,NFI,New Flyer Industries Inc.,Industrials,
2015-12-18,NGD,New Gold Inc.,Materials,
2015-12-18,NBD,Norbord Inc.,Materials,
2015-12-18,NPI,Northland Power Inc.,Utilities,
2015-12-18,NVU.UN,Northview Apartment Real Estate Investment Trust,Financials,
2015-12-18,NG,NovaGold Resources Inc.,Materials,
